title,price,location,link,description
Yamaha DTX400K Electronic Drum Kit For Sale,225.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-yamaha-dtx400k-electronic-drum/7868383880.html,No description scraped
Vox ac15,300.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-vox-ac15-tube-amplifier/7867043651.html,No description scraped
"JBL Control 67 P/T 6.5"" Commercial 70v Black Hanging Pendant Speakers+",1800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-jbl-control-67-t-65-commercial/7851347040.html,No description scraped
Marshall '81Head 50wJCM800 wTimeElecMod MONSTER=80w,2800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-marshall-81head-50wjcm800/7833264346.html,No description scraped
Moog Subsequent 37 Analog Synthesizer,1850.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-moog-subsequent-37-analog/7873689767.html,No description scraped
SWR Strawberry Blonde acoustic amplifier,350.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-swr-strawberry-blonde-acoustic/7865679570.html,No description scraped
Ampeg PF-210HE,300.00,"Brooklyn, NY",N/A,No description scraped
Mesa/Boogie Lone Star 100 Watt Head & 2x12 cab,1400.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-mesa-boogie-lone-star-100-watt/7873598838.html,No description scraped
Dean ML Black Gold Korean,700.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-dean-ml-black-gold-korean/7873534411.html,No description scraped
"🥁 Shared Music Rehearsal Studio w/ Drum Tchr – Bushwick, $100–$125/mo",100.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-shared-music-rehearsal-studio/7872917934.html,No description scraped
Quilter pro block with carry bag and locking iec cable: made in USA,550.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-quilter-pro-block-with-carry/7873382654.html,No description scraped
1980s Roland Cube 20 Guitar combo amplifier - Orange - 1x8 speaker,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-1980s-roland-cube-20-guitar/7867855385.html,No description scraped
1980 Peavey Pacer 100-SS 45-Watt 1x12 Guitar Combo,175.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-1980-peavey-pacer-100-ss-45/7851215409.html,No description scraped
"2014 Fender Modern Player Telecaster, Electric Guitar, great condition",489.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2014-fender-modern-player/7857854554.html,No description scraped
"2017 Fender Player Jazz Bass, Made in Mexico",575.00,"New York, NY",https://newyork.craigslist.org/brk/msg/d/new-york-2017-fender-player-jazz-bass/7860182133.html,No description scraped
2015 Fender Telecaster Electric Guitar – Made in Mexico,565.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2015-fender-telecaster/7857854245.html,No description scraped
"2010s Yamaha RevStar RS420, Electric Guitar, Great Condition",385.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2010s-yamaha-revstar-rs420/7863822177.html,No description scraped
Kramer focus VT-Z11S guitar,90.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-kramer-focus-vt-z11s-guitar/7872542749.html,No description scraped
Music Production Studio Share LATE NIGHT,360.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-music-production-studio-share/7870185758.html,No description scraped
Music Production Studio Share (Early Bird),200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-music-production-studio-share/7870586157.html,No description scraped
Music Man 210-HD One Thirty,650.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-music-man-210-hd-one-thirty/7859514186.html,No description scraped
Bogner Shiva Combo 1x12,750.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-bogner-shiva-combo-1x12/7873067666.html,No description scraped
Ibanez Toneblaster 100H,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-ibanez-toneblaster-100h/7873037264.html,No description scraped
[WTS] Peavey MicroBASS Amplifier 1x8 20W Made in USA - PLEASE READ,30.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-peavey-kb-20w-1x8-channel/7873757800.html,No description scraped
Vintage 1980s Mesa Boogie Mk III Blue Stripe Combo,2600.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-vintage-1980s-mesa-boogie-mk/7869339553.html,No description scraped
2022 Fender Player Telecaster Electric Guitar,585.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2022-fender-player-telecaster/7860115827.html,No description scraped
Takamine CP 132SC Classical Guitar,800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-takamine-cp-132sc-classical/7872706700.html,No description scraped
Fender 1965 Princeton Reverb,5000.00,"Bartonsville, PA",https://newyork.craigslist.org/brk/msg/d/bartonsville-fender-1965-princeton/7850544124.html,No description scraped
Like New MINT Fender '68 Reissue Custom Pro Reverb,1200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-like-new-mint-fender-68/7872678233.html,No description scraped
"NOS SED / Winged ""C"" 6L6GC Power Vacuum Tubes - Matched Pair!!",250.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-nos-sed-winged-6l6gc-power/7865052683.html,No description scraped
Motion Sound KBR 3D For Sale or Trade,800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-motion-sound-kbr-3d-for-sale/7872602060.html,No description scraped
Rick Kelly/Carmine St. Guitars Mini-Telecaster,2100.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-rick-kelly-carmine-st-guitars/7850245466.html,No description scraped
"2021 Squier By Fender '60 Classic Vibes Jazzmaster, w/ Fender American",385.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2021-squier-by-fender-60/7872548721.html,No description scraped
Death by Audio Space Ensemble Reverb/Chorus Vocal Pedal,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-death-by-audio-space-ensemble/7867466343.html,No description scraped
"2023 Squier By Fender '60 Classic Vibes Stratocaster, Mint",335.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2023-squier-by-fender-60/7864299434.html,No description scraped
"2006 Fender Classic Series '72 Telecaster Deluxe, Very good Condition",665.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2006-fender-classic-series-72/7869477375.html,No description scraped
Neve VR Legend 8 Channel Custom Rack With Power Supply.,8000.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-neve-vr-legend-channel-custom/7853727789.html,No description scraped
3 Neve 1073 500 Series Modules SALE!!!,1.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-neve-series-modules-sale/7856389599.html,No description scraped
Fender Hot Rod Deluxe 1-12 Enclosure 80-watt Extension Cabinet.,150.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-hot-rod-deluxe-12/7861964255.html,No description scraped
"MixPre-10 II 8 Preamp, 12 Track, 32-Bit Float Audio Recorder",1600.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-mixpre-10-ii-preamp-12-track/7848963075.html,No description scraped
MIJ 1972 Fender Stratocaster,1000.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-mij-1972-fender-stratocaster/7871940506.html,No description scraped
FENDER USA HOT ROD DEVILLE 410 120V,625.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-usa-hot-rod-deville/7870092233.html,No description scraped
"2022 Squier By Fender '60 Classic Vibes Jazzmaster, w/ Fender American",375.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2022-squier-by-fender-60/7865191053.html,No description scraped
"Scrambler, fuzzrite,Filter, mole, akg702, etc",1.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-scrambler-fuzzritefilter-mole/7841183070.html,No description scraped
1965/6 Fender AB165 Blackface/panel Bassman,1400.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-ab165-blackface-panel/7871393394.html,No description scraped
Fender '59 Bassman LTD,1000.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-59-bassman-ltd/7871389744.html,No description scraped
1979 Kramer DMZ-1000,1500.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-1979-kramer-dmz-1000/7871389591.html,No description scraped
"2017 PRS Custom 24 SE - Made in Korea, Electric Guitar",575.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-wts-peavey-microbass-amplifier/7867918727.html,No description scraped
"1993 Fender Stratocaster Electric Guitar, Made in Mexico",565.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2017-prs-custom-24-se-made-in/7871294001.html,No description scraped
"1993 Fender Standard Jazz Bass, Made in Mexico",575.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-1993-fender-stratocaster/7871293487.html,No description scraped
Fernandes ZO-3 Electric Guitar (Black),250.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fernandes-zo-electric-guitar/7871266011.html,No description scraped
SMI Stereo to Mono Guitar Box SMGB1 Converter Gibson ES-345 ES-355 Ric,65.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-smi-stereo-to-mono-guitar-box/7871203067.html,No description scraped
SMI Stereo to Mono Guitar Box SMGB1 Converter Gibson ES-345 ES-355 Ric,65.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-smi-stereo-to-mono-guitar-box/7871202084.html,No description scraped
SMI Stereo to Mono Guitar Box SMGB1 Converter Gibson ES-345 ES-355 Ric,65.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-smi-stereo-to-mono-guitar-box/7871185803.html,No description scraped
Fender Blues Junior IV,525.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-blues-junior-iv/7870998406.html,No description scraped
Roland Blues Cube Hot 30-watt,425.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-roland-blues-cube-hot-30-watt/7870998274.html,No description scraped
"2010s Yamaha RevStar RS420, Electric Guitar, Great Condition",375.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2010s-yamaha-revstar-rs420/7865159564.html,No description scraped
Vox VT20X Amplifier w/ 10ft 1/4 inch cable,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-vox-vt20x-amplifier-10ft-4/7870147533.html,No description scraped
Paul Gilbert Ibanez PGM-301 Prestige Electric Guitar,1800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-paul-gilbert-ibanez-pgm-301/7862732964.html,No description scraped
"Purkhiser Electronics Tube 25 Watt 1X12"" Combo Guitar Amplifier USA",1250.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-line-spider-valve-112-combo/7845090104.html,No description scraped
Silvertone Twin Twelve Combo 1474,750.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-silvertone-twin-twelve-combo/7864383036.html,No description scraped
"Fender Acoustasonic 30,30w Acoustic Amplifier,Mint.",175.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-acoustasonic-3030w/7862491559.html,No description scraped
Roland VG 99 Guitar Synthesizer,675.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-roland-vg-99-guitar-synthesizer/7860230047.html,No description scraped
Fender '65 Princeton Reverb FSR White and Orange,800.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-65-princeton-reverb-fsr/7858359291.html,No description scraped
"2015 Fender Standard Telecaster Electric Guitar, Made in Mexico",555.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-1993-fender-standard-jazz-bass/7865192550.html,No description scraped
"2008 Fender Standard Stratocaster, White, Electric Guitar, Made in Mex",565.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2015-fender-standard/7869483092.html,No description scraped
Used VOX AC15H1TV,1100.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-used-vox-ac15h1tv/7869400350.html,No description scraped
"2005 Epiphone ES 335 Semi Hollow Dot Deluxe, Flame Maple Top",445.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2005-epiphone-es-335-semi/7860559342.html,No description scraped
Vintage Peavey Classic 50 Guitar Amplifier,300.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-vintage-peavey-classic-50/7869006073.html,No description scraped
BOSS Pocket GT | Electric Guitar Effects Processor,100.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-boss-pocket-gt-electric-guitar/7838239546.html,No description scraped
Goodsell Custom Shop Valpreaux 21 Amplifier,1500.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-goodsell-custom-shop-valpreaux/7862420416.html,No description scraped
Greenpoint - Shared Music Rehearsal Studio (Nassau Ave G),150.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-greenpoint-shared-music/7873009865.html,No description scraped
Epiphone Swingster (Hollow body),380.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-epiphone-swingster-hollow-body/7868182588.html,No description scraped
Fender Stratocaster: Royal Blue w/ limited edt rosewood fingerboard,400.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-stratocaster-royal-blue/7868748959.html,No description scraped
Morley AB/Y switching pedal,50.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-morley-ab-switching-pedal/7873009239.html,No description scraped
Greenpoint - Shared Music Rehearsal Studio (Nassau Ave G),150.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-greenpoint-shared-music/7829394022.html,No description scraped
omiindustriies r2rawr Lo-Fi Digital to Analog Converter Eurorack,40.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-omiindustriies-r2rawr-lo-fi/7855854947.html,No description scraped
"Vintage Guitar/Bass Amps--Sunn, Fender, Peavey, Gibson",1.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-vintage-guitar-bass-amps-sunn/7856471284.html,No description scraped
Fender Blues Junior JR,400.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-fender-blues-junior-jr/7868261566.html,No description scraped
STUDIO MEGA SALE,1.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-studio-mega-sale/7868188746.html,No description scraped
2020s D'angelico Premier DC - Es-335 Shape Semi Hollow Electric Guitar,450.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2020s-dangelico-premier-dc-es/7850125485.html,No description scraped
"2004 Epiphone ES-335 Dot, Made in Korea, Semi-Hollow Electric Guitar",375.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2008-fender-standard/7869479064.html,No description scraped
Peavey Backstage 110,125.00,"Ridgewood, NY",https://newyork.craigslist.org/brk/msg/d/ridgewood-peavey-backstage-110/7873250455.html,No description scraped
2015 Fender Standard Precision Bass with Rosewood Fretboard,550.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-2015-fender-standard-precision/7850464572.html,No description scraped
YAMAHA PSR-79 Vintage Sampling Keyboard Full Size Keys,95.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-yamaha-psr-79-vintage-sampling/7845063383.html,No description scraped
Peavey Studio Pro 112 - Red Stripe - Made in USA - Delta Logo,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-peavey-studio-pro-red-stripe/7867542399.html,No description scraped
"Tyler Amps JT-14, Used 14-Watt Princeton/Deluxe Style Handwired Tube A",1200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-tyler-amps-jt-14-used-14-watt/7867408564.html,No description scraped
Band Rehearsal Space in Gowanus BK (Music Factory),199.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-band-rehearsal-space-in/7870245790.html,No description scraped
Morley Quad Box – 2-In / 2-Out Routing Switcher – With Original Box,70.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-morley-quad-box-in-out-routing/7846314093.html,No description scraped
4x CAPI VP312 mic preamp,375.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-4x-capi-vp312-mic-preamp/7868183870.html,No description scraped
Beatles Books - Recording The Beatles & The Beatles Recording Sessions,599.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-beatles-books-recording-the/7867404287.html,No description scraped
Practice Space in Bushwick,200.00,"Brooklyn, NY",https://newyork.craigslist.org/brk/msg/d/brooklyn-practice-space-in-bushwick/7831370645.html,No description scraped
Crown Audio MA-5002VZ Macro-Tech Amplifier,1200.00,"Valley Stream, NY",https://newyork.craigslist.org/brk/msg/d/valley-stream-crown-audio-ma-5002vz/7856543771.html,No description scraped
